stop_id,direction_name
R24N,"Uptown and Queens"
R25S,"Downtown and Brooklyn"
R25N,"Uptown and Queens"
R26S,"Downtown and Brooklyn"
R26N,"Uptown and Queens"
R27S,"Brooklyn"
R27N,"Uptown and Queens"
R28S,"Bay Ridge"
R28N,"Manhattan"
R29S,"Bay Ridge"
R29N,"Manhattan"
R30S,"Coney Island and Bay Ridge"
R30N,"Manhattan"
R31S,"Coney Island and Bay Ridge"
R31N,"Manhattan"
R32S,"Coney Island and Bay Ridge"
R32N,"Manhattan"
R33S,"Coney Island and Bay Ridge"
R33N,"Manhattan"
R34S,"Coney Island and Bay Ridge"
R34N,"Manhattan"
R35S,"Coney Island and Bay Ridge"
R35N,"Manhattan"
R36S,"Coney Island and Bay Ridge"
R36N,"Manhattan"
R39S,"Coney Island and Bay Ridge"
R39N,"Manhattan"
R40S,"Coney Island and Bay Ridge"
R40N,"Manhattan"
R41S,"Coney Island and Bay Ridge"
R41N,"Manhattan"
R42S,"Bay Ridge - 95 St"
R42N,"Manhattan"
R43S,"Bay Ridge - 95 St"
R43N,"Manhattan"
R44S,"Bay Ridge - 95 St"
R44N,"Manhattan"
R45S,"Bay Ridge - 95 St"
R45N,"Manhattan"
S01S,"Prospect Park"
S01N,"Franklin Av"
S03S,"Prospect Park"
S03N,"Franklin Av"
S04S,"Prospect Park"
S04N,"Franklin Av"
S09S,"Tottenville"
S09N,"St. George"
S10S,"Tottenville"
S10N,"St. George"
S11S,"Tottenville"
S11N,"St. George"
S12S,"Tottenville"
S12N,"St. George"
S13S,"Tottenville"
S13N,"St. George"
S14S,"Tottenville"
S14N,"St. George"
S15S,"Tottenville"
S15N,"St. George"
S16S,"Tottenville"
S16N,"St. George"
S17S,"Tottenville"
S17N,"St. George"
S18S,"Tottenville"
S18N,"St. George"
S19S,"Tottenville"
S19N,"St. George"
S20S,"Tottenville"
S20N,"St. George"
S21S,"Tottenville"
S21N,"St. George"
S22S,"Tottenville"
S22N,"St. George"
S23S,"Tottenville"
S23N,"St. George"
S24S,"Tottenville"
S24N,"St. George"
S25S,"Tottenville"
S25N,"St. George"
S26S,"Tottenville"
S26N,"St. George"
S27S,"Tottenville"
S27N,"St. George"
S28S,"Tottenville"
S28N,"St. George"
S29S,"Tottenville"
S29N,"St. George"
S30S,"Tottenville"
S30N,"St. George"
S31S,"Tottenville"
S31N,"St. George"
